16.87201	373.58168
17.60478	346.40747
18.03222	329.04616
18.47188	319.98809
20.05954	283.7558
20.78009	265.63965
21.51285	257.33642
22.95396	239.22027
23.54017	239.22027
24.70038	230.1622
25.84838	221.10413
26.7277	221.10413
27.74136	212.04606
29.03591	202.98798
29.90301	202.98798
30.63578	202.98798
31.50288	202.98798
32.36999	202.98798
33.96986	194.68475
35.26441	194.68475
35.99717	194.68475
37.01083	194.68475
38.15883	185.62668
39.31904	176.5686
40.47925	176.5686
41.93257	176.5686
43.95989	167.51053
